Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
500,IMEX_SfloW2D,demichie,https://github.com/demichie/IMEX_SfloW2D,Shallow water granular flow model,37120,11,3,4,NO,NO,YES,NO,11
501,fortran_hash_table,pdebuyl,https://github.com/pdebuyl/fortran_hash_table,"""<string,string>"" hash table in Fortran 2008",178,11,1,0,NO,NO,YES,NO,11
502,neutran,m87,https://github.com/m87/neutran,Backpropagation neural network in Fortran 90/95,40,11,3,0,NO,YES,YES,NO,11
503,BSAM1.2,BSAM,https://github.com/BSAM/BSAM1.2,Version 1.2,64,11,4,0,NO,NO,NO,NO,11
504,flibs,philip-peterson,https://github.com/philip-peterson/flibs,"Fortran libraries (written by other people, I am merely forking)",1013,11,5,0,NO,NO,NO,NO,11
505,MuSTEM,HamishGBrown,https://github.com/HamishGBrown/MuSTEM,"Open source version of the MuSTEM multislice electron microscopy simulation code, developed at the University of Melbourne.",207404,11,10,15,YES,YES,YES,NO,11
506,fortran-unit-test,dongli,https://github.com/dongli/fortran-unit-test,Another Fortran unit test library,87,11,3,0,NO,YES,YES,NO,11
507,FOSSIL,szaghi,https://github.com/szaghi/FOSSIL,"FOSSIL, FOrtran Stereo (si) Litography parser",3879,11,2,2,NO,NO,YES,NO,11
508,amica,japalmer29,https://github.com/japalmer29/amica,Code for AMICA: Adaptive Mixture ICA with shared components,31400,11,2,14,YES,YES,YES,NO,11
509,SCRIP,SCRIP-Project,https://github.com/SCRIP-Project/SCRIP,,1517,11,10,3,NO,YES,YES,NO,12
510,splf2003,pyccel,https://github.com/pyccel/splf2003,Fortran 2003 library for B-Splines/NURBS and Computer Aided Design Algorithms,696,11,3,0,NO,NO,NO,NO,11
511,DEFY,szaghi,https://github.com/szaghi/DEFY,DEmystify Fortran mYths,140,11,1,0,NO,YES,YES,NO,11
512,umwm,umwm,https://github.com/umwm/umwm,University of Miami Wave Model,827,11,2,1,NO,YES,YES,NO,11
513,fortran90,arrghb2012,https://github.com/arrghb2012/fortran90,"http://fortran90.org source code examples
",403,11,2,0,NO,YES,NO,NO,11
514,mcluster,ahwkuepper,https://github.com/ahwkuepper/mcluster,McLuster - a tool to make a star cluster,487,11,17,8,NO,YES,YES,NO,11
515,collections,komahanb,https://github.com/komahanb/collections,"Collections are set of objects that are can be iterated in convenient fashion. This is a Modern Fortran Collections Library containing interfaces (Iterable, Collection, List, Set) and implementations (LinkedList, HashSet and TreeSet). ",32,11,1,0,NO,NO,YES,NO,11
516,Mpi-IoC-HDF5-Fortran-CMake,rchuso,https://github.com/rchuso/Mpi-IoC-HDF5-Fortran-CMake,"Example of using Message Passing Interface and Inversion of Control with modern Fortran and HDF5, all built with CMake.",36,11,1,0,NO,YES,NO,NO,11
517,modern_fftpack,jlokimlin,https://github.com/jlokimlin/modern_fftpack,An OOP library of fast Fourier transforms,279,11,2,6,NO,NO,YES,NO,11
518,EMUstack,bjornsturmberg,https://github.com/bjornsturmberg/EMUstack,"EMUstack is an open-source simulation package for calculating light propagation through multi-layered stacks of dispersive, lossy, nanostructured, optical media. It implements a generalised scattering matrix method, which extends the physical intuition of thin film optics to complex structures.",51071,11,8,3,NO,YES,YES,NO,11
519,MissileSimulation,bgin,https://github.com/bgin/MissileSimulation,Air-to-Air Radar Guided Missile Modelling and Simulation Project,19897,11,1,0,NO,NO,YES,NO,11
520,IBFS-IF2D,atchieu,https://github.com/atchieu/IBFS-IF2D,Immersed boundary fractional step method written in FORTRAN 90,125,11,10,0,NO,NO,NO,NO,11
521,OOP-Fortran-Examples,cmacmackin,https://github.com/cmacmackin/OOP-Fortran-Examples,"Examples of using the object-oriented features in Fortran, taken from my presentation at RSECon 2019",7,11,0,0,NO,NO,NO,NO,11
522,Empire-for-PDP-10,DigitalMars,https://github.com/DigitalMars/Empire-for-PDP-10,Empire for the PDP-10 in the FORTRAN-10 programming language,152,11,6,0,NO,NO,NO,NO,11
523,nonlin,jchristopherson,https://github.com/jchristopherson/nonlin,A library that provides routines to compute the solutions to systems of nonlinear equations.,3495,11,0,0,NO,YES,YES,NO,11
524,hole2,osmart,https://github.com/osmart/hole2,Source code for HOLE program.,2421,11,6,1,NO,NO,YES,NO,11
525,ChernNubmer,quanshengwu,https://github.com/quanshengwu/ChernNubmer,Using different methods to calculate Chern number for Haldane model with disorder,58,11,12,0,NO,NO,NO,NO,11
526,ttb,adtzlr,https://github.com/adtzlr/ttb,Tensor Toolbox for Modern Fortran,3787,11,10,5,NO,NO,YES,NO,11
527,ccx_cae,imirzov,https://github.com/imirzov/ccx_cae,CalculiX CAE - GUI/pre-processor for CalculiX CrunchiX. It's designed to guide you through the keywords creation sequence and is aimed to help you reach correct input file with no mistakes.,137862,11,0,0,NO,YES,YES,NO,11
528,fms-idealized,tapios,https://github.com/tapios/fms-idealized,FMS-idealized moist GCM of O'Gorman and Schneider 2008 and dry GCM of Schneider and Walker 2006,46644,11,10,0,NO,NO,NO,NO,11
529,DISCOVER,NKI-CCB,https://github.com/NKI-CCB/DISCOVER,DISCOVER co-occurrence and mutual exclusivity analysis for cancer genomics data,351,11,6,2,NO,YES,NO,NO,11
530,NekCEM,NekCEM,https://github.com/NekCEM/NekCEM,"Spectral-element solver for Maxwell's equations, drift-diffusion equations, and more.",22651,11,13,16,YES,YES,YES,YES,11
531,seagrid,sea-mat,https://github.com/sea-mat/seagrid,Orthogonal curvilinear grid creator for Matlab,2019,11,11,1,NO,NO,NO,NO,11
532,deltares-delft3d-b,nerdalize,https://github.com/nerdalize/deltares-delft3d-b,"Docker container to run Delft3D: a world leading open-source 2D/3D modeling suite to investigate hydrodynamics, sediment transport, morphology and water quality for fluvial, estuarine and coastal environments.",103328,11,9,0,NO,YES,NO,NO,11
533,CyGutz,yaoyongxin,https://github.com/yaoyongxin/CyGutz,A versatile Gutzwiller solver to optimize the single Slater determinant and local many-body degrees of freedom simultaneously within the Gutzwiller approximation or equivalently Slave-boson approach. ,232467,11,4,0,NO,NO,YES,NO,11
534,fpluslib,r5r3,https://github.com/r5r3/fpluslib,object oriented fortran library with container classes.,2402,11,0,0,NO,NO,YES,NO,11
535,radmc3d-0.41,dullemond,https://github.com/dullemond/radmc3d-0.41,,42427,11,3,1,NO,YES,YES,NO,11
536,RayTran,lewisfish,https://github.com/lewisfish/RayTran,Ray tracer in pure Fortran,15647,11,1,0,NO,NO,NO,NO,11
537,Doping-Effects-in-Graphene,jamesmcm,https://github.com/jamesmcm/Doping-Effects-in-Graphene,Theoretical modelling of doping effects and magnetic field effects on the quantum transport in Graphene.,4521,11,3,0,NO,YES,YES,NO,11
538,PlPlotLib,hornekyle,https://github.com/hornekyle/PlPlotLib,Matplotlib personality wrapper for PlPlot in Fortran,3509,11,0,3,NO,NO,YES,NO,11
539,gMultiwfn,stecue,https://github.com/stecue/gMultiwfn,"A third-party distribution of Multiwfn for gfortran, 100% free!",59889,11,4,0,NO,YES,YES,NO,11
810,Dynamical-Systems-Toolbox-V2,ecoetzee,https://github.com/ecoetzee/Dynamical-Systems-Toolbox-V2,Matlab integration of AUTO for dynamical systems analysis,13953,7,4,0,NO,YES,NO,NO,7
811,IMPACT-Z,impact-lbl,https://github.com/impact-lbl/IMPACT-Z,For IMPACT-Z beam dynamics code users and developers,10907,7,5,1,NO,YES,NO,NO,7
812,RALFit,ralna,https://github.com/ralna/RALFit,A non-linear least squares solver,2869,7,4,30,YES,YES,YES,NO,7
813,fume,dongli,https://github.com/dongli/fume,Fluid Universal Modeling Environment,16,7,0,0,NO,NO,NO,NO,7
814,Fortran-Library-for-Material-Constitutive-Models,jenovencio,https://github.com/jenovencio/Fortran-Library-for-Material-Constitutive-Models,"This library has a lot of Fortran Routines for model implicit material constitutive behavior. There are implementation of Neo-Hooken, Odgen and Hencky potential for hyperelastic behavior.",7765,7,6,0,NO,NO,NO,NO,7
815,dsmc,schuberm,https://github.com/schuberm/dsmc,monte carlo of heat conduction from nanoparticle,401,7,3,1,NO,NO,NO,NO,7
816,chimera2castro,ECP-Astro,https://github.com/ECP-Astro/chimera2castro,,335,7,5,1,NO,YES,YES,NO,7
817,NHDS,danielver02,https://github.com/danielver02/NHDS,The New Hampshire Dispersion relation Solver,272,7,4,0,NO,YES,YES,NO,7
818,tests-uh,openshmem-org,https://github.com/openshmem-org/tests-uh,OpenSHMEM Test Suite,2361,7,15,2,NO,YES,YES,YES,7
819,icatt-2016,helgee,https://github.com/helgee/icatt-2016,"Supplementary materials for ""A Comparative Study Of Programming Languages for Next-Generations Astrodynamics Systems""",198,7,1,2,NO,YES,YES,NO,7
820,RGP-Gen,everhusk,https://github.com/everhusk/RGP-Gen,Real Gas Property File Generator for ANSYS CFX V14.5,590,7,8,3,NO,YES,YES,NO,7
821,hdf5-tutorial,kmanalo,https://github.com/kmanalo/hdf5-tutorial,,232,7,0,0,NO,NO,NO,NO,7
822,hdf5_interface,fccf,https://github.com/fccf/hdf5_interface,high level  fortran interface for HDF5,152,7,2,0,NO,YES,YES,NO,7
823,RIKsrf,fgallovic,https://github.com/fgallovic/RIKsrf,RIK earthquake source model: Slip rate generator,4046,7,3,1,NO,NO,NO,NO,7
824,ppiclF,dpzwick,https://github.com/dpzwick/ppiclF,A parallel particle-in-cell library in Fortran.,3777,7,3,8,NO,YES,YES,NO,8
825,quantreg,cran,https://github.com/cran/quantreg,:exclamation: This is a read-only mirror of the CRAN R package repository.  quantreg — Quantile Regression. Homepage: https://www.r-project.org  ,3736,7,6,0,NO,NO,YES,NO,7
826,RMPCDMD,pdebuyl-lab,https://github.com/pdebuyl-lab/RMPCDMD,Code to perform chemical MPCD simulations,1246,7,2,0,NO,YES,YES,NO,7
827,PPM_RC,yafshar,https://github.com/yafshar/PPM_RC,2D-3D distributed parallel Region Competition segmentation algorithm,730,7,1,0,NO,NO,YES,NO,7
828,lbfgsb-sys,noshu,https://github.com/noshu/lbfgsb-sys,Rust binding of fortran Limited memory LBFGS subroutine,51,7,2,2,NO,YES,YES,NO,7
829,mt3d-usgs,MODFLOW-USGS,https://github.com/MODFLOW-USGS/mt3d-usgs,MT3D-USGS Repository,49017,7,8,6,NO,YES,YES,NO,7
830,qmd-progress,lanl,https://github.com/lanl/qmd-progress,"PROGRESS: Parallel, Rapid O(N) and Graph-based Recursive Electronic Structure Solver.",127795,7,8,9,NO,YES,YES,NO,7
831,GenASiS_Basics,GenASiS,https://github.com/GenASiS/GenASiS_Basics,Object-oriented Utilitarian Functionality for Large-scale Physics Simulations ,391,7,0,0,NO,NO,NO,NO,7
832,euler2d,cpraveen,https://github.com/cpraveen/euler2d,2-D inviscid flow and adjoint solver,336,7,11,0,NO,NO,YES,NO,7
833,pyboxlib,memmett,https://github.com/memmett/pyboxlib,Python BoxLib wrapper,124,7,0,0,NO,NO,NO,NO,7
834,leaks_hunter,szaghi,https://github.com/szaghi/leaks_hunter,hunter of Fortran Compilers memory leaks,24,7,0,0,NO,NO,NO,NO,7
835,partmc,compdyn,https://github.com/compdyn/partmc,Particle-resolved stochastic atmospheric aerosol model,161789,7,5,40,YES,YES,YES,NO,8
836,Nek5000,yhaomin2007,https://github.com/yhaomin2007/Nek5000,Nek5000 usr defined code and examples,46606,7,11,0,NO,NO,YES,NO,7
837,linalg,jchristopherson,https://github.com/jchristopherson/linalg,A linear algebra library that provides a user-friendly interface to several BLAS and LAPACK routines.,5167,7,0,0,NO,YES,YES,NO,7
838,raytracer,edin,https://github.com/edin/raytracer,Performance comparison of various compilers,9478,7,0,0,NO,NO,YES,NO,7
839,nsc2ke,cpraveen,https://github.com/cpraveen/nsc2ke,Finite-Volume Galerkin program computing 2D and axisymmetric flows,1496,7,5,0,NO,NO,NO,NO,7
840,MPMD-with-Fortran-2008-Coarrays,MichaelSiehl,https://github.com/MichaelSiehl/MPMD-with-Fortran-2008-Coarrays,THIS REPOSITORY IS DEDICATED TO A PROGRAMMING STYLE THAT ALLOWS MPMD-LIKE PARALLEL PROGRAMMING USING FORTRAN 2008 COARRAYS (PGAS),656,7,0,0,NO,YES,YES,NO,7
841,single-linked-list,szaghi,https://github.com/szaghi/single-linked-list,,172,7,0,0,NO,NO,NO,NO,7
842,PyDQED,jwallen,https://github.com/jwallen/PyDQED,A Python wrapper for the DQED constrained nonlinear optimization code,221,7,2,2,NO,YES,NO,NO,7
843,vsop87,ctdk,https://github.com/ctdk/vsop87,VSOP87 files,8346,7,8,0,NO,NO,NO,NO,7
844,PLMC,fortranguy,https://github.com/fortranguy/PLMC,A simple Physics of Liquids Monte Carlo simulation code written in Fortran,26416,7,0,0,NO,NO,YES,NO,7
845,gmsh-to-vtk-and-tecplot,truongd8593,https://github.com/truongd8593/gmsh-to-vtk-and-tecplot,Convert .msh mesh file (Quadrilateral) of gmsh to .vtk file and/or .dat tecplot file,1098,7,7,0,NO,NO,NO,NO,7
846,pscf,dmorse,https://github.com/dmorse/pscf,Polymer self-consistent field theory (Fortran version),4344,7,14,2,NO,YES,YES,NO,7
847,Pecube-HUGG,HUGG,https://github.com/HUGG/Pecube-HUGG,This repository is for the Helsinki University Geodynamics Group (HUGG) version of Pecube.,5406,7,2,1,NO,YES,YES,NO,7
848,Quasincompact3d,xcompact3d,https://github.com/xcompact3d/Quasincompact3d,"Old version of the solver for the compressible Navier-Stokes equations in the low Mach number limit (no longer actively developed, it is recommended to use the new version of Incompact3d)",6806,7,4,0,NO,YES,YES,NO,7
849,aircraft-datcom,arktools,https://github.com/arktools/aircraft-datcom,Modified USAF Aircraft DATCOM,37964,7,2,1,NO,NO,YES,NO,7
850,Millennial,email-clm,https://github.com/email-clm/Millennial,This is a repository for the newly developed Millennial model,5733,7,4,3,NO,NO,NO,NO,7
851,libga,ramos,https://github.com/ramos/libga,A FORTRAN genetic algorithm optimisation library,196,7,2,0,NO,NO,NO,NO,7
852,Fractiles,abrahamson,https://github.com/abrahamson/Fractiles,,220,7,4,0,NO,YES,YES,NO,7
853,NLP-Sentence-Compression,kyeah,https://github.com/kyeah/NLP-Sentence-Compression,Paraphrasic Sentence Compression using Deep-Link Bilingual Phrase Alignments.,82928,7,3,0,NO,NO,YES,NO,7
854,Kepler,jasonfrowe,https://github.com/jasonfrowe/Kepler,"Source code to Find, Model and manipulate Planetary Transits",22059,7,0,4,NO,NO,YES,NO,7
855,scsbz,tflovorn,https://github.com/tflovorn/scsbz,Mean-field self-consistent equations for slave-boson superconductivity.,127,7,9,1,NO,NO,YES,NO,7
856,PC-SAFT,CoolProp,https://github.com/CoolProp/PC-SAFT,Open-source implementation of PC-SAFT equation of state,144,7,3,1,NO,YES,NO,NO,7
857,jams_makefile,mcuntz,https://github.com/mcuntz/jams_makefile,"Provide a portable, versatile way of compiling Fortran, C, C++, and mixed projects.",33546,7,0,0,NO,NO,YES,NO,7
858,TCSFA,timy,https://github.com/timy/TCSFA,Trajectory-Based Coulomb-Corrected Strong Field Approximation,1184,7,4,0,NO,NO,YES,NO,7
859,PROPACK,poulson,https://github.com/poulson/PROPACK,Rasmus Larsen's PROPACK,49986,7,0,1,NO,NO,NO,NO,7
860,channel-f90-mpi,davecats,https://github.com/davecats/channel-f90-mpi,Direct Numerical Simulation of an incompressible turbulent channel flow (F90 - MPI),48,7,8,0,NO,NO,YES,NO,7
861,xoroshiro128plus_fortran,jannisteunissen,https://github.com/jannisteunissen/xoroshiro128plus_fortran,Fortran implementation of xoroshiro128+,13,7,2,0,NO,NO,NO,NO,7
862,DIABLO,johnryantaylor,https://github.com/johnryantaylor/DIABLO,DNS In A Box...Laptop Optimized!,840,7,14,1,NO,YES,YES,NO,7
863,FiniteVolumeMethods,Paulms,https://github.com/Paulms/FiniteVolumeMethods,Finite Volume Methods for Hyperbolic Problems,74,7,1,0,NO,NO,YES,NO,7
864,ForestESS,wengensheng,https://github.com/wengensheng/ForestESS,"ForestESS simulates plant demographic processes  (e.g., growth, reproduction, and mortality), competition for light and soil resources, and soil biogeochemical processes. The codes are from the version of LM3-PPA used to simulate the forest successional dynamics in the paper of Weng, E., Farrior, CE, Dybzinski, R, and Pacala, SW, et al. 2016 Global Change Biology.",2040,7,5,1,NO,YES,YES,NO,7
865,OpenMP_Fortran_runtime_wrappers,jeffhammond,https://github.com/jeffhammond/OpenMP_Fortran_runtime_wrappers,Fortran 200x ISO_C_BINDING wrappers for OpenMP C runtime library calls,20,7,0,0,NO,NO,NO,NO,7
866,FOLLIA,giacombum,https://github.com/giacombum/FOLLIA,Fortran Library for Lagrange InterpolAtion,21,7,2,0,NO,NO,YES,NO,7
867,healpixmirror,healpy,https://github.com/healpy/healpixmirror,Read-only mirror of HEALPix,118872,7,1,0,NO,NO,YES,NO,7
868,radcal,firemodels,https://github.com/firemodels/radcal,Radiative properties of gaseous species and soot,6953,7,17,2,NO,YES,YES,NO,7
869,NEXD-2D,seismology-RUB,https://github.com/seismology-RUB/NEXD-2D,2D solver of the NEXD package,63274,7,8,0,NO,NO,NO,NO,7
870,papers,mmdg-oxford,https://github.com/mmdg-oxford/papers,Full data of our published papers ,147661,7,7,0,NO,NO,NO,NO,7
871,ButterflyPACK,liuyangzhuan,https://github.com/liuyangzhuan/ButterflyPACK,,802091,7,0,1,NO,NO,YES,NO,7
872,mocsy,jamesorr,https://github.com/jamesorr/mocsy,Routines to model ocean carbonate system thermodynamics,6065,7,9,2,NO,YES,YES,NO,7
873,fortran_lib,vjaunet,https://github.com/vjaunet/fortran_lib,Same as fortran_lib but ported to gfortran,2365,7,0,0,NO,NO,YES,NO,7
874,HANK,ikarib,https://github.com/ikarib/HANK,Replication of Heterogeneous Agent New Keynesian (HANK) model in MATLAB,4959,7,13,2,NO,NO,NO,NO,7
875,StochOptim,keurfonluu,https://github.com/keurfonluu/StochOptim,StochOptim provides user friendly functions to solve optimization problems using stochastic algorithms,79,7,2,0,NO,NO,NO,NO,7
876,F90-Numerical-Lib,calebwherry,https://github.com/calebwherry/F90-Numerical-Lib,"Numerical library written in FORTRAN 90 containing integration, interpolation, differentiation, etc. routines.",6012,7,5,0,NO,NO,NO,NO,7
877,grackle,grackle-project,https://github.com/grackle-project/grackle,The Grackle chemistry and cooling library for astrophysical simulations and models.,44397,7,19,10,NO,YES,YES,YES,7
878,create_orac_lut,ORAC-CC,https://github.com/ORAC-CC/create_orac_lut,Creates radiative transfer operator LUTs for the Optimal Retrieval of Aerosol and Cloud (ORAC) code and various other retrieval systems.,3078,7,1,0,NO,NO,YES,NO,7
879,dftd3-lib,dftbplus,https://github.com/dftbplus/dftd3-lib,Library version of S. Grimmes DFTD3 code.,993,7,4,0,NO,YES,YES,NO,7
880,seren,dhubber,https://github.com/dhubber/seren,SEREN SPH code (Hubber et al. 2011) for astrophysical hydrodynamics simulations,46188,7,6,0,NO,NO,YES,NO,7
881,dStar,nworbde,https://github.com/nworbde/dStar,routines for computing neutron star structure and evolution,823,7,3,0,NO,YES,YES,NO,7
882,pysurf96,miili,https://github.com/miili/pysurf96,"Python wrapper for modelling surface wave dispersion curves from surf96 - Computer Programs in Seismology, R. Hermann",30,7,1,2,NO,NO,NO,NO,7
883,mex,jtilly,https://github.com/jtilly/mex,Examples on how to use Fortran and C++ mex files with Matlab,328,7,7,1,NO,YES,YES,NO,7
884,math77,jacobwilliams,https://github.com/jacobwilliams/math77,Unofficial Mirror of the JPL MATH77 Library,45190,7,1,1,NO,NO,NO,NO,7
885,CCMD,everhusk,https://github.com/everhusk/CCMD,Centrifugal Compressor Meanline Design,16368,7,7,1,NO,YES,NO,NO,7
886,GSW-Fortran,TEOS-10,https://github.com/TEOS-10/GSW-Fortran,Gibbs-SeaWater (GSW) Oceanographic Toolbox in Fortran,11125,7,11,3,NO,YES,YES,NO,7
887,bitsy,leetmaa,https://github.com/leetmaa/bitsy,A fortran module for SHA-256 hashing.,148,7,3,0,NO,NO,NO,NO,7
888,uquantchem,petrossou,https://github.com/petrossou/uquantchem,A versatile and easy to use Quantum Chemistry Computational Software,99123,7,3,0,NO,NO,YES,NO,7
889,slicot,henjo,https://github.com/henjo/slicot,Numpy wrapper of the control and systems library SLICOT,1153,7,1,0,NO,NO,NO,NO,7
890,ioapi-3.2,cjcoats,https://github.com/cjcoats/ioapi-3.2,"I/O API Version 3.2:  new, beta",6038,7,4,1,NO,YES,YES,NO,7
891,FriVolous,szaghi,https://github.com/szaghi/FriVolous,Finite Volume block-structured Fortran abstract class,20,7,2,0,NO,NO,NO,NO,7
892,testgmres,hsitaram,https://github.com/hsitaram/testgmres,Matrix free gmres implementation with call back functions for matrix vector product and preconditioner.,49,7,3,0,NO,NO,NO,NO,7
893,pyrrtm,tomflannaghan,https://github.com/tomflannaghan/pyrrtm,Python wrapper to the RRTM radiation code,2072,7,2,0,NO,YES,YES,NO,7
894,fortran-server,lukeasrodgers,https://github.com/lukeasrodgers/fortran-server,"simple ""hello world"" tcp server in Fortran using POSIX APIs",34,7,1,0,NO,NO,YES,NO,7
895,elmerfem,tehnick,https://github.com/tehnick/elmerfem,Unofficial git mirror of ElmerFEM + few temporary branches,89477,7,14,0,NO,NO,YES,NO,7
896,ESEAS,libESEAS,https://github.com/libESEAS/ESEAS,A 1-3D shape function library composing the Exact Sequence for Elements of All Shapes,320,7,1,1,NO,NO,YES,NO,7
897,superpy,andrewfowlie,https://github.com/andrewfowlie/superpy,Scan the CMSSM with (py)MultiNest and plot the results with a new plotting GUI.,173296,7,8,1,NO,NO,YES,NO,7
898,vector_disp,bminchew,https://github.com/bminchew/vector_disp,"A simple routine to infer 3d (vector) displacements from unwrapped, geolocated InSAR data",25,7,6,1,NO,NO,NO,NO,7
899,quad-trees,lewisfish,https://github.com/lewisfish/quad-trees,Pure Fortran implementation of quad trees for images,9628,7,0,0,NO,NO,NO,NO,7
900,EigenRec,nikolakopoulos,https://github.com/nikolakopoulos/EigenRec,Implementations of the EigenRec algorithm,1646,7,2,1,NO,YES,YES,NO,7
901,periodic-NBO,jrschmidt2,https://github.com/jrschmidt2/periodic-NBO,,172,7,5,1,NO,YES,NO,NO,7
902,dmft-ed,aamaricci,https://github.com/aamaricci/dmft-ed,"A General Purpose solver for the Dynamical Mean-Field Theory based on the Lanczos method. This code solves the DMFT problem in the Normal (N_up,N_dw), Superconducting (S_z) and non-SU(2) symmetric (N) cases. ",5152,7,4,0,NO,YES,YES,NO,7
903,exchanges,dkorotin,https://github.com/dkorotin/exchanges,Exchange parameters of Heisenberg model calculation via Green's function approach,6630,7,3,0,NO,NO,YES,NO,7
904,en600.468,alopez,https://github.com/alopez/en600.468,Assignments for mt-class.org/jhu,16164,6,13,1,NO,YES,NO,NO,6
905,UHS_Deagg,abrahamson,https://github.com/abrahamson/UHS_Deagg,,377,6,4,0,NO,YES,NO,NO,6
906,sbf,peterspackman,https://github.com/peterspackman/sbf,"Simple binary format, designed to be a small dependency enabling quick ‘cross-platform’ transport between C, C++ and Fortran",129,6,0,0,NO,NO,YES,NO,6
907,vmf90,pdebuyl,https://github.com/pdebuyl/vmf90,vmf90 - Vlasov solver for mean-field systems in Fortran 90,152,6,0,0,NO,NO,YES,NO,6
908,ramsurf,quiet-oceans,https://github.com/quiet-oceans/ramsurf,RAM Parabolic Equation code with bottom loss,648,6,4,2,NO,YES,YES,NO,6
909,ALFA,rwesson,https://github.com/rwesson/ALFA,Automated Line Fitting Algorithm,8505,6,2,12,YES,NO,YES,NO,6
910,ocaml-odepack,Chris00,https://github.com/Chris00/ocaml-odepack,Binding to the ODEPACK FORTRAN library,692,6,0,0,NO,NO,YES,NO,6
911,gpu-tips,dappelha,https://github.com/dappelha/gpu-tips,Fortran examples of CUDA and directives tips and tricks for IBM Power + Nvidia Systems,21,6,0,1,NO,NO,NO,NO,6
912,Fortran-OpenPMD-File-Writers,UCLA-Plasma-Simulation-Group,https://github.com/UCLA-Plasma-Simulation-Group/Fortran-OpenPMD-File-Writers,Fortran 2003 Parallel HDF5 File Writers and Readers in OpenPMD Standard,12,6,3,0,NO,NO,NO,NO,6
913,ffr-PWDFT,f-fathurrahman,https://github.com/f-fathurrahman/ffr-PWDFT,A poor man's density functional theory program,184,6,1,0,NO,NO,YES,NO,6
914,json-fortran-example,tomedunn,https://github.com/tomedunn/json-fortran-example,An example program that shows how to use the json-fortran library along with a custom derived type.,128,6,0,0,NO,NO,NO,NO,6
915,MOPAC,jeffhammond,https://github.com/jeffhammond/MOPAC,MOPAC version 7 (public domain),2460,6,5,0,NO,NO,NO,NO,6
916,LES,wimvanderbauwhede,https://github.com/wimvanderbauwhede/LES,Large Eddy Simulator for Study of Urban Boundary-Layer Flows,103367,6,1,0,NO,NO,NO,NO,6
917,Aqua,dprada,https://github.com/dprada/Aqua,Python library for the analysis of molecular dynamics,22802,6,2,2,NO,YES,YES,NO,6
918,libWEPAJE,earroyo,https://github.com/earroyo/libWEPAJE,Pressure and Rate Transient Analysis for Oil & Gas - Solution of Diffusivity Equation for Single Phase Problems Using Laplace Transfor,2404,6,3,0,NO,NO,NO,NO,6
919,BDpack,amir-saadat,https://github.com/amir-saadat/BDpack,A Brownian dynamics package for simulation of polymeric solutions,54324,6,3,2,NO,NO,YES,NO,6
920,embarassingly-parallel-teams,rouson,https://github.com/rouson/embarassingly-parallel-teams,,2,6,1,0,NO,NO,NO,NO,6
921,sexptran,berke,https://github.com/berke/sexptran,Fortran library for reading and writing S-expressions,37,6,0,0,NO,NO,NO,NO,6
922,fover,zhouguidi,https://github.com/zhouguidi/fover,Semantic versioning library written in and for modern Fortran,25,6,1,4,NO,YES,YES,NO,6
923,python-helmholtz,jschwab,https://github.com/jschwab/python-helmholtz,Python bindings for Frank Timmes' Helmholtz equation of state,22452,6,5,0,NO,NO,YES,NO,6
924,mps,dc-fukuoka,https://github.com/dc-fukuoka/mps,mps - 3D fluid dynamics solver by using moving particle semi implicit(MPS) method with OpenMP. ,11463,6,3,0,NO,NO,YES,NO,6
925,pyhelp,cgq-qgc,https://github.com/cgq-qgc/pyhelp,A Python library for the assessment of spatially distributed groundwater recharge and hydrological components with HELP,21971,6,3,11,YES,YES,YES,NO,6
926,q-e_schrodinger,QEF,https://github.com/QEF/q-e_schrodinger,Quantum ESPRESSO package for integration into Schrödinger’s Materials Science Suite,401905,6,5,1,NO,YES,YES,YES,6
927,autoderiv,s1291,https://github.com/s1291/autoderiv,Automatic differentiation example,19,6,1,0,NO,NO,NO,NO,6
928,fv3atm,NOAA-EMC,https://github.com/NOAA-EMC/fv3atm,,6759,6,33,16,NO,YES,YES,YES,6
929,segfit,yuhonglin,https://github.com/yuhonglin/segfit,The segFit algorithm written in C++ based on lbfgsb fortran routine,226,6,2,0,NO,NO,NO,NO,6
930,pyflexwin,amaggi,https://github.com/amaggi/pyflexwin,Python port of the flexwin package for automatically selecting data windows for seismic tomography,1593,6,5,2,NO,NO,NO,NO,6
931,RPMDrate,GreenGroup,https://github.com/GreenGroup/RPMDrate,Compute dynamic properties of chemical systems using ring polymer molecular dynamics simulations,867,6,4,0,NO,NO,YES,NO,6
932,fishpack,jlokimlin,https://github.com/jlokimlin/fishpack,Implements the generalized Buneman algorithm to solve separable elliptic partial differential equations.,2200,6,4,5,NO,YES,YES,NO,6
933,ESERK5,kleefeld80,https://github.com/kleefeld80/ESERK5,Extrapolated stabilized explicit Runge-Kutta method (fifth order) ,9566,6,1,0,NO,NO,NO,NO,6
934,RXMD,USCCACS,https://github.com/USCCACS/RXMD,RXMD : Linear-Scaling Parallel Reactive Molecular Dynamics Simulation Engine,43183,6,5,23,YES,YES,YES,NO,6
935,exotrending,oscaribv,https://github.com/oscaribv/exotrending,A fast and easy-to-use light curve detrending software for exoplanets,325,6,0,0,NO,NO,YES,NO,6
